3,30,19,0,0,221.05288
3,30,19,1,0,221.34238
3,30,19,2,0,221.63105
3,30,19,3,0,221.91889
3,30,19,4,0,222.20589
3,30,19,5,0,222.49207
3,30,19,6,0,222.77741
3,30,19,7,0,223.06192
3,30,19,8,0,223.34561
3,30,19,9,0,223.62847
3,30,19,10,0,223.91051
3,30,19,11,0,224.19173
3,30,19,12,0,224.47212
3,30,19,13,0,224.75170
3,30,19,14,0,225.03047
3,30,19,15,0,225.30842
3,30,19,16,0,225.58556
3,30,19,17,0,225.86189
3,30,19,18,0,226.13741
3,30,19,19,0,226.41213
3,30,19,20,0,226.68605
3,30,19,21,0,226.95917
3,30,19,22,0,227.23149
3,30,19,23,0,227.50302
3,30,19,24,0,227.77376
3,30,19,25,0,228.04370
3,30,19,26,0,228.31287
3,30,19,27,0,228.58125
3,30,19,28,0,228.84885
3,30,19,29,0,229.11567
3,30,19,30,0,229.38172
3,30,19,31,0,229.64700
3,30,19,32,0,229.91151
3,30,19,33,0,230.17526
3,30,19,34,0,230.43825
3,30,19,35,0,230.70048
3,30,19,36,0,230.96195
3,30,19,37,0,231.22267
3,30,19,38,0,231.48265
3,30,19,39,0,231.74187
3,30,19,40,0,232.00036
3,30,19,41,0,232.25811
3,30,19,42,0,232.51513
3,30,19,43,0,232.77141
3,30,19,44,0,233.02697
3,30,19,45,0,233.28181
3,30,19,46,0,233.53592
3,30,19,47,0,233.78932
3,30,19,48,0,234.04201
3,30,19,49,0,234.29398
3,30,19,50,0,234.54526
3,30,19,51,0,234.79583
3,30,19,52,0,235.04570
3,30,19,53,0,235.29488
3,30,19,54,0,235.54337
3,30,19,55,0,235.79117
3,30,19,56,0,236.03829
3,30,19,57,0,236.28474
3,30,19,58,0,236.53051
3,30,19,59,0,236.77561
3,30,20,0,0,237.02004
3,30,20,1,0,237.26381
3,30,20,2,0,237.50692
3,30,20,3,0,237.74937
3,30,20,4,0,237.99118
3,30,20,5,0,238.23234
3,30,20,6,0,238.47286
3,30,20,7,0,238.71274
3,30,20,8,0,238.95198
3,30,20,9,0,239.19059
3,30,20,10,0,239.42858
3,30,20,11,0,239.66595
3,30,20,12,0,239.90270
3,30,20,13,0,240.13883
3,30,20,14,0,240.37435
3,30,20,15,0,240.60927
3,30,20,16,0,240.84359
3,30,20,17,0,241.07731
3,30,20,18,0,241.31044
3,30,20,19,0,241.54297
