TIME MARK :  EXTINT 01  08/05/2022 19:19:04.162041074 +/- 029 ns   [69544.162041074 sec] 056.70 CG
TIME MARK :  EXTINT 01  08/05/2022 19:20:12.225104166 +/- 028 ns   [69612.225104166 sec] 257.00 CD
TIME MARK :  EXTINT 01  08/05/2022 20:50:45.968263359 +/- 869 ns   [75045.968263359 sec] 079.50 CG
TIME MARK :  EXTINT 01  08/05/2022 20:53:02.719724878 +/- 204 ns   [75182.719724878 sec] 280.00 CD
